Time,NetEnergy,DiffEnergy
0.0155,10.33,0.10017
0.0155179,10.3964,0.0664422
0.01575,10.4966,0.10017
0.0157679,10.563,0.0664422
0.016,10.6632,0.10017
0.0160179,10.7296,0.0664422
0.01625,10.8298,0.10017
0.0162679,10.8962,0.0664422
0.0165,10.9964,0.10017
0.0165179,11.0629,0.0664422
0.01675,11.163,0.10017
0.0167679,11.2295,0.0664422
0.017,11.3296,0.10017
0.0170179,11.3961,0.0664422
0.01725,11.4962,0.10017
0.0172679,11.5627,0.0664422
0.0175,11.6629,0.10017
0.0175179,11.7293,0.0664422
0.01775,11.8295,0.10017
0.0177679,11.8959,0.0664422
0.018,11.9961,0.10017
0.0180179,12.0625,0.0664422
0.01825,12.1627,0.10017
0.0182679,12.2291,0.0664422
0.0185,12.3293,0.10017
0.0185179,12.3958,0.0664422
0.01875,12.4959,0.10017
0.0187679,12.5624,0.0664422
0.019,12.6625,0.10017
0.0190179,12.729,0.0664422
0.01925,12.8291,0.10017
0.0192679,12.8956,0.0664422
0.0195,12.9958,0.10017
0.0195179,13.0622,0.0664422
0.01975,13.1624,0.10017
0.0197679,13.2288,0.0664422
0.02,13.329,0.10017
0.0200179,13.3954,0.0664422
0.02025,13.4956,0.10017
0.0202679,13.562,0.0664422
0.0205,13.6622,0.10017
0.0205179,13.7287,0.0664422
0.02075,13.8288,0.10017
0.0207679,13.8953,0.0664422
0.021,13.9954,0.10017
0.0210179,14.0619,0.0664422
0.02125,14.162,0.10017
0.0212679,14.2285,0.0664422
0.0215,14.3287,0.10017
0.0215179,14.3951,0.0664422
0.02175,14.4953,0.10017
0.0217679,14.5617,0.0664422
0.022,14.6619,0.10017
0.0220179,14.7283,0.0664422
0.0222321,14.8208,0.092464
0.02225,14.8332,0.012401
0.02225,14.8332,1.2945e-06
0.0222679,14.8996,0.0664422
0.0224821,14.9921,0.092464
0.0225,15.0045,0.012401
0.0225,15.0045,1.2945e-06
0.0225179,15.0709,0.0664422
0.0227321,15.1634,0.092464
0.02275,15.1758,0.012401
0.02275,15.1758,1.2945e-06
0.0227679,15.2423,0.0664422
0.0229821,15.3347,0.092464
0.023,15.3471,0.012401
0.023,15.3471,1.2945e-06
0.0230179,15.4136,0.0664422
0.0232321,15.506,0.092464
0.02325,15.5184,0.012401
0.02325,15.5184,1.2945e-06
0.0232679,15.5849,0.0664422
0.0234821,15.6773,0.092464
0.0235,15.6897,0.012401
0.0235,15.6897,1.2945e-06
0.0235179,15.7562,0.0664422
0.0237321,15.8486,0.092464
0.02375,15.861,0.012401
0.02375,15.861,1.2945e-06
0.0237679,15.9275,0.0664422
0.0239821,16.0199,0.092464
0.024,16.0323,0.012401
0.024,16.0324,1.2945e-06
0.0240179,16.0988,0.0664422
0.0242321,16.1913,0.092464
0.02425,16.2037,0.012401
0.02425,16.2037,1.2945e-06
0.0242679,16.2701,0.0664422
0.0244821,16.3626,0.092464
0.0245,16.375,0.012401
0.0245,16.375,1.2945e-06
0.0245179,16.4414,0.0664422
0.0247321,16.5339,0.092464
0.02475,16.5463,0.012401
0.02475,16.5463,1.2945e-06
0.0247679,16.6127,0.0664422
0.0249821,16.7052,0.092464
0.025,16.7176,0.012401
0.025,16.7176,1.2945e-06
0.0250179,16.784,0.0664422
0.0252321,16.8765,0.092464
0.02525,16.8889,0.012401
0.02525,16.8889,1.2945e-06
0.0252679,16.9553,0.0664422
0.0254821,17.0478,0.092464
0.0255,17.0602,0.012401
0.0255,17.0602,1.2945e-06
0.0255179,17.1266,0.0664422
0.0257321,17.2191,0.092464
0.02575,17.2315,0.012401
0.02575,17.2315,1.2945e-06
0.0257679,17.298,0.0664422
0.0259821,17.3904,0.092464
0.026,17.4028,0.012401
0.026,17.4028,1.2945e-06
0.0260179,17.4693,0.0664422
0.0262321,17.5617,0.092464
0.02625,17.5741,0.012401
0.02625,17.5741,1.2945e-06
0.0262679,17.6406,0.0664422
0.0264821,17.733,0.092464
0.0265,17.7454,0.012401
0.0265,17.7454,1.2945e-06
0.0265179,17.8119,0.0664422
0.0267321,17.9043,0.092464
0.02675,17.9167,0.012401
0.02675,17.9167,1.2945e-06
0.0267679,17.9832,0.0664422
0.0269821,18.0756,0.092464
0.027,18.0881,0.012401
0.027,18.0881,1.2945e-06
0.0270179,18.1545,0.0664422
0.0272321,18.247,0.092464
0.02725,18.2594,0.012401
0.02725,18.2594,1.2945e-06
0.0272679,18.3258,0.0664422
0.0274821,18.4183,0.092464
0.0275,18.4307,0.012401
0.0275,18.4307,1.2945e-06
0.0275179,18.4971,0.0664422
0.0277321,18.5896,0.092464
0.02775,18.602,0.012401
0.02775,18.602,1.2945e-06
0.0277679,18.6684,0.0664422
0.0279821,18.7609,0.092464
0.028,18.7733,0.012401
0.028,18.7733,1.2945e-06
0.0280179,18.8397,0.0664422
0.0282321,18.9322,0.092464
0.02825,18.9446,0.012401
0.02825,18.9446,1.2945e-06
0.0282679,19.011,0.0664422
0.0284821,19.1035,0.092464
0.0285,19.1159,0.012401
0.0285,19.1159,1.2945e-06
0.0285179,19.1823,0.0664422
0.0287321,19.2748,0.092464
0.02875,19.2872,0.012401
0.02875,19.2872,1.2945e-06
0.0287679,19.3537,0.0664422
0.0289821,19.4461,0.092464
0.029,19.4585,0.012401
0.029,19.4585,1.2945e-06
0.0290179,19.525,0.0664422
0.0292321,19.6174,0.092464
0.02925,19.6298,0.012401
0.02925,19.6298,1.2945e-06
0.0292679,19.6963,0.0664422
0.0294821,19.7887,0.092464
0.0295,19.8011,0.012401
0.0295,19.8011,1.2945e-06
0.0295179,19.8676,0.0664422
0.0297321,19.96,0.092464
0.02975,19.9724,0.012401
0.02975,19.9724,1.2945e-06
0.0297679,20.0389,0.0664422
0.0299821,20.1314,0.092464
0.03,20.1438,0.012401
0.03,20.1438,1.2945e-06
0.0300179,20.2102,0.0664422
0.0302321,20.3027,0.092464
0.03025,20.3151,0.012401
0.03025,20.3151,1.2945e-06
0.0302679,20.3815,0.0664422
0.0304821,20.474,0.092464
0.0305,20.4864,0.012401
0.0305,20.4864,1.2945e-06
0.0305179,20.5528,0.0664422
0.0307321,20.6453,0.092464
0.03075,20.6577,0.012401
0.03075,20.6577,1.2945e-06
0.0307679,20.7241,0.0664422
0.0309821,20.8166,0.092464
0.031,20.829,0.012401
0.031,20.829,1.2945e-06
0.0310179,20.8954,0.0664422
0.0312321,20.9879,0.092464
0.03125,21.0003,0.012401
0.03125,21.0003,1.2945e-06
0.0312679,21.0667,0.0664422
0.0314821,21.1592,0.092464
0.0315,21.1716,0.012401
0.0315,21.1716,1.2945e-06
0.0315179,21.238,0.0664422
0.0317321,21.3305,0.092464
0.03175,21.3429,0.012401
0.03175,21.3429,1.2945e-06
0.0317679,21.4094,0.0664422
0.0319821,21.5018,0.092464
0.032,21.5142,0.012401
0.032,21.5142,1.2945e-06
0.0320179,21.5807,0.0664422
0.0322321,21.6731,0.092464
0.03225,21.6855,0.012401
0.03225,21.6855,1.2945e-06
0.0322679,21.752,0.0664422
0.0324821,21.8444,0.092464
0.0325,21.8568,0.012401
0.0325,21.8568,1.2945e-06
0.0325179,21.9233,0.0664422
0.0327321,22.0157,0.092464
0.03275,22.0281,0.012401
0.03275,22.0281,1.2945e-06
0.0327679,22.0946,0.0664422
0.0329821,22.1871,0.092464
0.033,22.1995,0.012401
0.033,22.1995,1.2945e-06
0.0330179,22.2659,0.0664422
0.0332321,22.3584,0.092464
0.03325,22.3708,0.012401
0.03325,22.3708,1.2945e-06
0.0332679,22.4372,0.0664422
0.0334821,22.5297,0.092464
0.0335,22.5421,0.012401
0.0335,22.5421,1.2945e-06
0.0335179,22.6085,0.0664422
0.0337321,22.701,0.092464
0.03375,22.7134,0.012401
0.03375,22.7134,1.2945e-06
0.0337679,22.7798,0.0664422
0.0339821,22.8723,0.092464
0.034,22.8847,0.012401
0.034,22.8847,1.2945e-06
0.0340179,22.9511,0.0664422
0.0342321,23.0436,0.092464
0.03425,23.056,0.012401
0.03425,23.056,1.2945e-06
0.0342679,23.1224,0.0664422
0.0344821,23.2149,0.092464
0.0345,23.2273,0.012401
0.0345,23.2273,1.2945e-06
0.0345179,23.2937,0.0664422
0.0347321,23.3862,0.092464
0.03475,23.3986,0.012401
0.03475,23.3986,1.2945e-06
0.0347679,23.4651,0.0664422
0.0349821,23.5575,0.092464
0.035,23.5699,0.012401
0.035,23.5699,1.2945e-06
0.0350179,23.6364,0.0664422
0.0352321,23.7288,0.092464
0.03525,23.7412,0.012401
0.03525,23.7412,1.2945e-06
0.0352679,23.8077,0.0664422
0.0354821,23.9001,0.092464
0.0355,23.9125,0.012401
0.0355,23.9125,1.2945e-06
0.0355179,23.979,0.0664422
0.0357321,24.0714,0.092464
0.03575,24.0838,0.012401
0.03575,24.0838,1.2945e-06
0.0357679,24.1503,0.0664422
0.0359821,24.2428,0.092464
0.036,24.2552,0.012401
0.036,24.2552,1.2945e-06
0.0360179,24.3216,0.0664422
0.0362321,24.4141,0.092464
0.03625,24.4265,0.012401
0.03625,24.4265,1.2945e-06
0.0362679,24.4929,0.0664422
0.0364821,24.5854,0.092464
0.0365,24.5978,0.012401
0.0365,24.5978,1.2945e-06
0.0365179,24.6642,0.0664422
0.0367321,24.7567,0.092464
0.03675,24.7691,0.012401
0.03675,24.7691,1.2945e-06
0.0367679,24.8355,0.0664422
0.0369821,24.928,0.092464
0.037,24.9404,0.012401
0.037,24.9404,1.2945e-06
0.0370179,25.0068,0.0664422
0.0372321,25.0993,0.092464
0.03725,25.1117,0.012401
0.03725,25.1117,1.2945e-06
0.0372679,25.1781,0.0664422
0.0374821,25.2706,0.092464
0.0375,25.283,0.012401
0.0375,25.283,1.2945e-06
0.0375179,25.3494,0.0664422
0.0377321,25.4419,0.092464
0.03775,25.4543,0.012401
0.03775,25.4543,1.2945e-06
0.0377679,25.5208,0.0664422
0.0379821,25.6132,0.092464
0.038,25.6256,0.012401
0.038,25.6256,1.2945e-06
0.0380179,25.6921,0.0664422
0.0382321,25.7845,0.092464
0.03825,25.7969,0.012401
0.03825,25.7969,1.2945e-06
0.0382679,25.8634,0.0664422
0.0384821,25.9558,0.092464
0.0385,25.9682,0.012401
0.0385,25.9682,1.2945e-06
0.0385179,26.0347,0.0664422
0.0387321,26.1271,0.092464
0.03875,26.1395,0.012401
0.03875,26.1395,1.2945e-06
0.0387679,26.206,0.0664422
0.0389821,26.2985,0.092464
0.039,26.3109,0.012401
0.039,26.3109,1.2945e-06
0.0390179,26.3773,0.0664422
0.0392321,26.4698,0.092464
0.03925,26.4822,0.012401
0.03925,26.4822,1.2945e-06
0.0392679,26.5486,0.0664422
0.0394821,26.6411,0.092464
0.0395,26.6535,0.012401
0.0395,26.6535,1.2945e-06
0.0395179,26.7199,0.0664422
0.0397321,26.8124,0.092464
0.03975,26.8248,0.012401
0.03975,26.8248,1.2945e-06
0.0397679,26.8912,0.0664422
0.0399821,26.9837,0.092464
0.04,26.9961,0.012401
0.04,26.9961,1.2945e-06
0.0400179,27.0625,0.0664422
0.0402321,27.155,0.092464
0.04025,27.1674,0.012401
0.04025,27.1674,1.2945e-06
0.0402679,27.2338,0.0664422
0.0404821,27.3263,0.092464
0.0405,27.3387,0.012401
0.0405,27.3387,1.2945e-06
0.0405179,27.4052,0.0664422
0.0407321,27.4976,0.092464
0.04075,27.51,0.012401
0.04075,27.51,1.2945e-06
0.0407679,27.5765,0.0664422
0.0409821,27.6689,0.092464
0.041,27.6813,0.012401
0.041,27.6813,1.2945e-06
0.0410179,27.7478,0.0664422
0.0412321,27.8402,0.092464
0.04125,27.8526,0.012401
0.04125,27.8526,1.2945e-06
0.0412679,27.9191,0.0664422
0.0414821,28.0115,0.092464
0.0415,28.0239,0.012401
0.0415,28.0239,1.2945e-06
0.0415179,28.0904,0.0664422
0.0417321,28.1828,0.092464
0.04175,28.1952,0.012401
0.04175,28.1953,1.2945e-06
0.0417679,28.2617,0.0664422
0.0419821,28.3542,0.092464
0.042,28.3666,0.012401
0.042,28.3666,1.2945e-06
0.0420179,28.433,0.0664422
0.0422321,28.5255,0.092464
0.04225,28.5379,0.012401
0.04225,28.5379,1.2945e-06
0.0422679,28.6043,0.0664422
0.0424821,28.6968,0.092464
0.0425,28.7092,0.012401
0.0425,28.7092,1.2945e-06
0.0425179,28.7756,0.0664422
0.0427321,28.8681,0.092464
0.04275,28.8805,0.012401
0.04275,28.8805,1.2945e-06
0.0427679,28.9469,0.0664422
0.0429821,29.0394,0.092464
0.043,29.0518,0.012401
0.043,29.0518,1.2945e-06
0.0430179,29.1182,0.0664422
0.0432321,29.2107,0.092464
0.04325,29.2231,0.012401
0.04325,29.2231,1.2945e-06
0.0432679,29.2895,0.0664422
0.0434821,29.382,0.092464
0.0435,29.3944,0.012401
0.0435,29.3944,1.2945e-06
0.0435179,29.4609,0.0664422
0.0437321,29.5533,0.092464
0.04375,29.5657,0.012401
0.04375,29.5657,1.2945e-06
0.0437679,29.6322,0.0664422
0.0439821,29.7246,0.092464
0.044,29.737,0.012401
0.044,29.737,1.2945e-06
0.0440179,29.8035,0.0664422
0.0442321,29.8959,0.092464
0.04425,29.9083,0.012401
0.04425,29.9083,1.2945e-06
0.0442679,29.9748,0.0664422
0.0444821,30.0672,0.092464
0.0445,30.0796,0.012401
0.0445,30.0796,1.2945e-06
0.0445179,30.1461,0.0664422
0.0447321,30.2385,0.092464
0.04475,30.251,0.012401
0.04475,30.251,1.2945e-06
0.0447679,30.3174,0.0664422
0.0449821,30.4099,0.092464
0.045,30.4223,0.012401
0.045,30.4223,1.2945e-06
0.0450179,30.4887,0.0664422
0.0452321,30.5812,0.092464
0.04525,30.5936,0.012401
0.04525,30.5936,1.2945e-06
0.0452679,30.66,0.0664422
0.0454821,30.7525,0.092464
0.0455,30.7649,0.012401
0.0455,30.7649,1.2945e-06
0.0455179,30.8313,0.0664422
0.0457321,30.9238,0.092464
0.04575,30.9362,0.012401
0.04575,30.9362,1.2945e-06
0.0457679,31.0026,0.0664422
0.0459821,31.0951,0.092464
0.046,31.1075,0.012401
0.046,31.1075,1.2945e-06
0.0460179,31.1739,0.0664422
0.0462321,31.2664,0.092464
0.04625,31.2788,0.012401
0.04625,31.2788,1.2945e-06
0.0462679,31.3452,0.0664422
0.0464821,31.4377,0.092464
0.0465,31.4501,0.012401
0.0465,31.4501,1.2945e-06
0.0465179,31.5166,0.0664422
0.0467321,31.609,0.092464
0.04675,31.6214,0.012401
0.04675,31.6214,1.2945e-06
0.0467679,31.6879,0.0664422
0.0469821,31.7803,0.092464
0.047,31.7927,0.012401
0.047,31.7927,1.2945e-06
0.0470179,31.8592,0.0664422
0.0472321,31.9516,0.092464
0.04725,31.964,0.012401
0.04725,31.964,1.2945e-06
0.0472679,32.0305,0.0664422
0.0474821,32.1229,0.092464
0.0475,32.1353,0.012401
0.0475,32.1353,1.2945e-06
0.0475179,32.2018,0.0664422
0.0477321,32.2943,0.092464
0.04775,32.3067,0.012401
0.04775,32.3067,1.2945e-06
0.0477679,32.3731,0.0664422
0.0479821,32.4656,0.092464
0.048,32.478,0.012401
0.048,32.478,1.2945e-06
0.0480179,32.5444,0.0664422
0.0482321,32.6369,0.092464
0.04825,32.6493,0.012401
0.04825,32.6493,1.2945e-06
0.0482679,32.7157,0.0664422
0.0484821,32.8082,0.092464
0.0485,32.8206,0.012401
0.0485,32.8206,1.2945e-06
0.0485179,32.887,0.0664422
0.0487321,32.9795,0.092464
0.04875,32.9919,0.012401
0.04875,32.9919,1.2945e-06
0.0487679,33.0583,0.0664422
0.0489821,33.1508,0.092464
0.049,33.1632,0.012401
0.049,33.1632,1.2945e-06
0.0490179,33.2296,0.0664422
0.0492321,33.3221,0.092464
0.04925,33.3345,0.012401
0.04925,33.3345,1.2945e-06
0.0492679,33.4009,0.0664422
0.0494821,33.4934,0.092464
0.0495,33.5058,0.012401
0.0495,33.5058,1.2945e-06
0.0495179,33.5723,0.0664422
0.0497321,33.6647,0.092464
0.04975,33.6771,0.012401
0.04975,33.6771,1.2945e-06
0.0497679,33.7436,0.0664422
0.0499821,33.836,0.092464
0.05,33.8484,0.012401
0.05,33.8484,1.2945e-06
0.0500179,33.9149,0.0664422
0.0502321,34.0073,0.092464
0.05025,34.0197,0.012401
0.05025,34.0197,1.2945e-06
0.0502679,34.0862,0.0664422
0.0504821,34.1786,0.092464
0.0505,34.191,0.012401
0.0505,34.191,1.2945e-06
0.0505179,34.2575,0.0664422
0.0507321,34.35,0.092464
0.05075,34.3624,0.012401
0.05075,34.3624,1.2945e-06
0.0507679,34.4288,0.0664422
0.0509821,34.5213,0.092464
0.051,34.5337,0.012401
0.051,34.5337,1.2945e-06
0.0510179,34.6001,0.0664422
0.0512321,34.6926,0.092464
0.05125,34.705,0.012401
0.05125,34.705,1.2945e-06
0.0512679,34.7714,0.0664422
0.0514821,34.8639,0.092464
0.0515,34.8763,0.012401
0.0515,34.8763,1.2945e-06
0.0515179,34.9427,0.0664422
0.0517321,35.0352,0.092464
0.05175,35.0476,0.012401
0.05175,35.0476,1.2945e-06
0.0517679,35.114,0.0664422
0.0519821,35.2065,0.092464
0.052,35.2189,0.012401
0.052,35.2189,1.2945e-06
0.0520179,35.2853,0.0664422
0.0522321,35.3778,0.092464
0.05225,35.3902,0.012401
0.05225,35.3902,1.2945e-06
0.0522679,35.4566,0.0664422
0.0524821,35.5491,0.092464
0.0525,35.5615,0.012401
0.0525,35.5615,1.2945e-06
0.0525179,35.628,0.0664422
0.0527321,35.7204,0.092464
0.05275,35.7328,0.012401
0.05275,35.7328,1.2945e-06
0.0527679,35.7993,0.0664422
0.0529821,35.8917,0.092464
0.053,35.9041,0.012401
0.053,35.9041,1.2945e-06
0.0530179,35.9706,0.0664422
0.0532321,36.063,0.092464
0.05325,36.0754,0.012401
0.05325,36.0754,1.2945e-06
0.0532679,36.1419,0.0664422
0.0534821,36.2343,0.092464
0.0535,36.2467,0.012401
0.0535,36.2467,1.2945e-06
0.0535179,36.3132,0.0664422
0.0537321,36.4057,0.092464
0.05375,36.4181,0.012401
0.05375,36.4181,1.2945e-06
0.0537679,36.4845,0.0664422
0.0539821,36.577,0.092464
0.054,36.5894,0.012401
0.054,36.5894,1.2945e-06
0.0540179,36.6558,0.0664422
0.0542321,36.7483,0.092464
0.05425,36.7607,0.012401
0.05425,36.7607,1.2945e-06
0.0542679,36.8271,0.0664422
0.0544821,36.9196,0.092464
0.0545,36.932,0.012401
0.0545,36.932,1.2945e-06
0.0545179,36.9984,0.0664422
0.0547321,37.0909,0.092464
0.05475,37.1033,0.012401
0.05475,37.1033,1.2945e-06
0.0547679,37.1697,0.0664422
0.0549821,37.2622,0.092464
0.055,37.2746,0.012401
0.055,37.2746,1.2945e-06
0.0550179,37.341,0.0664422
0.0552321,37.4335,0.092464
0.05525,37.4459,0.012401
0.05525,37.4459,1.2945e-06
0.0552679,37.5123,0.0664422
0.0554821,37.6048,0.092464
0.0555,37.6172,0.012401
0.0555,37.6172,1.2945e-06
0.0555179,37.6837,0.0664422
0.0557321,37.7761,0.092464
0.05575,37.7885,0.012401
0.05575,37.7885,1.2945e-06
0.0557679,37.855,0.0664422
0.0559821,37.9474,0.092464
0.056,37.9598,0.012401
0.056,37.9598,1.2945e-06
0.0560179,38.0263,0.0664422
0.0562321,38.1187,0.092464
0.05625,38.1311,0.012401
0.05625,38.1311,1.2945e-06
0.0562679,38.1976,0.0664422
0.0564821,38.29,0.092464
0.0565,38.3024,0.012401
0.0565,38.3024,1.2945e-06
0.0565179,38.3689,0.0664422
0.0567321,38.4614,0.092464
0.05675,38.4738,0.012401
0.05675,38.4738,1.2945e-06
0.0567679,38.5402,0.0664422
0.0569821,38.6327,0.092464
0.057,38.6451,0.012401
0.057,38.6451,1.2945e-06
0.0570179,38.7115,0.0664422
0.0572321,38.804,0.092464
0.05725,38.8164,0.012401
0.05725,38.8164,1.2945e-06
0.0572679,38.8828,0.0664422
0.0574821,38.9753,0.092464
0.0575,38.9877,0.012401
0.0575,38.9877,1.2945e-06
0.0575179,39.0541,0.0664422
0.0577321,39.1466,0.092464
0.05775,39.159,0.012401
0.05775,39.159,1.2945e-06
0.0577679,39.2254,0.0664422
0.0579821,39.3179,0.092464
0.058,39.3303,0.012401
0.058,39.3303,1.2945e-06
0.0580179,39.3967,0.0664422
0.0582321,39.4892,0.092464
0.05825,39.5016,0.012401
0.05825,39.5016,1.2945e-06
0.0582679,39.568,0.0664422
0.0584821,39.6605,0.092464
0.0585,39.6729,0.012401
0.0585,39.6729,1.2945e-06
0.0585179,39.7394,0.0664422
0.0587321,39.8318,0.092464
0.05875,39.8442,0.012401
0.05875,39.8442,1.2945e-06
0.0587679,39.9107,0.0664422
0.0589821,40.0031,0.092464
0.059,40.0155,0.012401
0.059,40.0155,1.2945e-06
0.0590179,40.082,0.0664422
0.0592321,40.1744,0.092464
0.05925,40.1868,0.012401
0.05925,40.1868,1.2945e-06
0.0592679,40.2533,0.0664422
0.0594821,40.3457,0.092464
0.0595,40.3581,0.012401
0.0595,40.3581,1.2945e-06
0.0595179,40.4246,0.0664422
0.0597321,40.5171,0.092464
0.05975,40.5295,0.012401
0.05975,40.5295,1.2945e-06
0.0597679,40.5959,0.0664422
0.0599821,40.6884,0.092464
0.06,40.7008,0.012401
0.06,40.7008,1.2945e-06
0.0600179,40.7672,0.0664422
0.0602321,40.8597,0.092464
0.06025,40.8721,0.012401
0.06025,40.8721,1.2945e-06
0.0602679,40.9385,0.0664422
0.0604821,41.031,0.092464
0.0605,41.0434,0.012401
0.0605,41.0434,1.2945e-06
0.0605179,41.1098,0.0664422
0.0607321,41.2023,0.092464
0.06075,41.2147,0.012401
0.06075,41.2147,1.2945e-06
0.0607679,41.2811,0.0664422
0.0609821,41.3736,0.092464
0.061,41.386,0.012401
0.061,41.386,1.2945e-06
0.0610179,41.4524,0.0664422
0.0612321,41.5449,0.092464
0.06125,41.5573,0.012401
0.06125,41.5573,1.2945e-06
0.0612679,41.6238,0.0664422
0.0614821,41.7162,0.092464
0.0615,41.7286,0.012401
0.0615,41.7286,1.2945e-06
0.0615179,41.7951,0.0664422
0.0617321,41.8875,0.092464
0.06175,41.8999,0.012401
0.06175,41.8999,1.2945e-06
0.0617679,41.9664,0.0664422
0.0619821,42.0588,0.092464
0.062,42.0712,0.012401
0.062,42.0712,1.2945e-06
0.0620179,42.1377,0.0664422
0.0622321,42.2301,0.092464
0.06225,42.2425,0.012401
0.06225,42.2425,1.2945e-06
0.0622679,42.309,0.0664422
0.0624821,42.4014,0.092464
0.0625,42.4138,0.012401
0.0625,42.4139,1.2945e-06
0.0625179,42.4803,0.0664422
0.0627321,42.5728,0.092464
0.06275,42.5852,0.012401
0.06275,42.5852,1.2945e-06
0.0627679,42.6516,0.0664422
0.0629821,42.7441,0.092464
0.063,42.7565,0.012401
0.063,42.7565,1.2945e-06
0.0630179,42.8229,0.0664422
0.0632321,42.9154,0.092464
0.06325,42.9278,0.012401
0.06325,42.9278,1.2945e-06
0.0632679,42.9942,0.0664422
0.0634821,43.0867,0.092464
0.0635,43.0991,0.012401
0.0635,43.0991,1.2945e-06
0.0635179,43.1655,0.0664422
0.0637321,43.258,0.092464
0.06375,43.2704,0.012401
0.06375,43.2704,1.2945e-06
0.0637679,43.3368,0.0664422
0.0639821,43.4293,0.092464
0.064,43.4417,0.012401
0.064,43.4417,1.2945e-06
0.0640179,43.5081,0.0664422
0.0642321,43.6006,0.092464
0.06425,43.613,0.012401
0.06425,43.613,1.2945e-06
0.0642679,43.6795,0.0664422
0.0644821,43.7719,0.092464
0.0645,43.7843,0.012401
0.0645,43.7843,1.2945e-06
0.0645179,43.8508,0.0664422
0.0647321,43.9432,0.092464
0.06475,43.9556,0.012401
0.06475,43.9556,1.2945e-06
0.0647679,44.0221,0.0664422
0.0649821,44.1145,0.092464
